age,job,marital,education,housing,loan,month,duration,campaign,pdays,previous
30,technician,married,professional.course,no,no,may,700,3,999,0
41,blue-collar,married,high.school,yes,no,nov,121,1,999,1
30,technician,single,university.degree,yes,no,jun,166,2,999,0
57,blue-collar,married,basic.9y,no,no,jul,168,1,999,0
35,admin.,married,university.degree,no,no,may,235,4,999,0
25,technician,single,professional.course,no,yes,jun,150,2,999,0
30,blue-collar,single,basic.6y,yes,no,jul,375,8,999,0
59,blue-collar,married,basic.4y,no,no,aug,163,3,999,0
33,blue-collar,married,basic.6y,no,no,may,490,1,999,0
48,housemaid,married,basic.6y,yes,yes,may,501,4,999,0
39,unemployed,married,university.degree,yes,no,may,501,2,999,0
34,technician,divorced,unknown,yes,no,jul,27,13,999,0
52,services,married,high.school,no,no,may,91,3,999,0
32,technician,single,university.degree,yes,no,aug,178,4,999,0
39,admin.,married,university.degree,no,no,may,160,3,999,0
30,unemployed,married,professional.course,yes,no,nov,77,5,999,0
43,technician,married,professional.course,no,no,aug,54,3,999,0
45,technician,married,professional.course,no,no,aug,851,4,999,0
54,unemployed,married,university.degree,yes,yes,jul,141,2,999,0
81,retired,divorced,basic.4y,yes,no,oct,192,2,3,2
31,blue-collar,married,basic.9y,no,no,jul,342,2,999,0
41,services,married,unknown,no,no,nov,64,5,999,0
30,admin.,single,high.school,no,no,may,142,1,999,0
60,admin.,married,high.school,no,no,jul,320,1,999,0
26,services,married,basic.9y,no,no,may,43,1,999,0
26,admin.,single,university.degree,no,no,jul,212,1,999,0
43,technician,married,basic.4y,yes,no,may,1388,7,999,1
57,management,married,university.degree,no,no,may,1205,1,999,0
48,admin.,divorced,university.degree,yes,no,aug,67,2,999,0
52,technician,married,professional.course,yes,no,jul,402,2,999,0
36,blue-collar,single,basic.6y,no,no,nov,219,7,999,1
47,management,married,university.degree,yes,no,may,469,2,999,1
37,technician,single,professional.course,no,no,apr,147,1,999,0
36,blue-collar,married,basic.9y,no,no,jul,63,1,999,0
35,admin.,single,high.school,no,yes,may,813,1,999,0
57,admin.,single,university.degree,no,yes,may,532,3,999,0
23,admin.,married,basic.9y,yes,no,jul,686,2,999,0
31,blue-collar,married,basic.9y,yes,no,apr,308,2,999,0
50,blue-collar,married,basic.4y,yes,no,may,22,5,999,0
35,admin.,married,university.degree,yes,no,may,162,5,999,0
41,services,single,high.school,yes,yes,apr,264,2,999,0
36,services,single,high.school,no,no,may,288,1,999,0
29,admin.,single,high.school,yes,no,aug,257,3,999,0
35,technician,single,professional.course,yes,yes,jun,402,9,999,0
32,blue-collar,married,high.school,yes,no,may,109,1,999,0
27,admin.,single,university.degree,yes,yes,jul,91,1,999,0
65,retired,married,university.degree,yes,no,apr,147,1,999,0
78,retired,married,basic.4y,no,yes,aug,103,1,999,0
36,management,single,university.degree,yes,no,jul,381,1,999,0
45,management,married,high.school,yes,no,aug,228,1,999,0
43,admin.,married,university.degree,no,no,jul,497,1,999,0
44,blue-collar,married,basic.6y,no,no,apr,428,1,999,0
36,blue-collar,married,basic.4y,yes,no,jul,221,1,999,0
55,admin.,divorced,university.degree,no,no,apr,260,1,999,0
28,technician,single,high.school,no,no,jul,206,2,999,0
51,services,single,high.school,no,no,nov,107,4,999,0
44,blue-collar,married,basic.4y,no,yes,aug,311,1,999,0
47,technician,divorced,university.degree,no,no,apr,53,1,999,0
34,self-employed,married,basic.4y,no,no,may,100,2,999,0
48,blue-collar,married,basic.9y,yes,no,aug,122,1,999,0
59,technician,married,professional.course,no,no,may,206,2,999,0
36,unknown,single,basic.6y,no,no,jun,878,3,999,0
47,services,married,high.school,yes,yes,jun,161,2,999,0
39,management,single,high.school,no,no,nov,274,1,999,0
28,blue-collar,divorced,basic.9y,yes,yes,jul,125,1,999,0
52,blue-collar,married,basic.4y,no,no,may,183,3,999,0
26,admin.,married,high.school,yes,yes,oct,126,1,999,0
41,admin.,married,high.school,yes,yes,may,223,2,999,0
53,admin.,married,university.degree,no,yes,may,37,13,999,0
37,admin.,single,university.degree,no,no,aug,62,1,999,0
56,self-employed,married,basic.9y,no,no,jul,523,1,999,0
42,technician,married,basic.9y,no,yes,apr,437,2,999,0
45,admin.,married,university.degree,yes,no,aug,226,1,999,0
32,admin.,married,high.school,yes,no,may,689,1,999,0
31,blue-collar,married,basic.4y,no,no,jul,161,1,999,0
30,technician,single,professional.course,yes,no,may,220,3,999,0
34,technician,married,high.school,no,no,aug,332,1,999,0
51,blue-collar,married,basic.9y,yes,no,jul,203,1,999,0
54,blue-collar,single,basic.4y,yes,no,may,1171,1,999,0
33,admin.,married,university.degree,no,no,may,122,4,999,0
39,blue-collar,married,basic.6y,no,yes,may,223,2,999,1
36,management,married,university.degree,no,no,may,90,1,999,0
35,blue-collar,single,unknown,yes,no,jul,15,11,999,0
33,admin.,married,university.degree,yes,yes,aug,374,2,999,0
30,admin.,single,university.degree,no,no,aug,117,5,999,0
58,management,married,basic.9y,no,no,may,29,1,999,0
41,blue-collar,married,basic.9y,no,no,may,500,1,999,0
45,technician,married,professional.course,no,no,jul,394,1,999,0
43,admin.,married,high.school,yes,yes,jul,32,2,999,0
32,admin.,married,university.degree,yes,no,jun,102,2,999,0
27,technician,single,high.school,no,no,jul,198,1,999,0
36,services,married,high.school,yes,no,nov,111,3,999,1
31,technician,married,professional.course,no,no,may,212,2,999,0
27,admin.,single,professional.course,no,yes,jul,518,2,999,0
38,blue-collar,married,high.school,no,no,jul,165,1,999,0
44,admin.,married,high.school,no,no,aug,283,1,999,0
31,admin.,married,university.degree,no,no,aug,74,4,999,0
50,technician,married,high.school,no,no,dec,620,3,999,0
46,blue-collar,married,basic.6y,yes,yes,aug,104,2,999,0
32,admin.,single,university.degree,no,no,may,61,4,999,0
29,admin.,married,high.school,no,yes,jun,97,8,999,0
28,admin.,married,high.school,no,no,may,129,2,999,0
40,unknown,single,unknown,no,no,sep,224,1,999,1
32,technician,married,professional.course,no,no,aug,252,1,999,0
36,housemaid,divorced,university.degree,no,no,may,767,5,999,0
38,blue-collar,married,basic.6y,yes,no,may,476,1,999,0
32,admin.,married,university.degree,no,no,aug,270,1,999,0
26,services,single,high.school,yes,no,jul,200,3,999,0
37,entrepreneur,married,university.degree,yes,no,nov,45,2,999,0
56,admin.,divorced,high.school,yes,no,may,196,3,999,0
48,services,married,professional.course,yes,yes,jul,98,2,999,0
40,blue-collar,married,unknown,no,no,may,114,2,999,0
22,student,single,basic.6y,yes,no,jun,814,1,3,1
36,blue-collar,single,basic.4y,yes,no,may,143,4,999,0
34,admin.,single,university.degree,yes,no,aug,100,1,999,0
39,blue-collar,married,professional.course,no,no,may,87,5,999,0
38,technician,married,high.school,no,no,aug,100,5,999,0
30,blue-collar,married,basic.4y,yes,yes,may,463,2,999,0
42,management,divorced,unknown,yes,no,oct,259,1,999,0
25,services,single,high.school,no,no,aug,553,1,999,0
28,blue-collar,married,basic.6y,no,no,may,228,1,999,0
41,technician,married,basic.9y,no,no,may,180,2,999,0
26,technician,married,professional.course,no,no,jun,170,2,999,0
59,entrepreneur,married,university.degree,no,no,jun,9,5,999,0
29,technician,single,university.degree,no,yes,nov,57,1,999,0
43,blue-collar,married,basic.6y,yes,no,jun,458,6,999,0
31,blue-collar,single,high.school,yes,no,jun,113,3,999,0
29,admin.,single,university.degree,yes,no,jul,276,1,999,0
35,blue-collar,married,basic.6y,no,no,nov,348,1,999,0
54,admin.,divorced,university.degree,no,no,aug,209,2,999,0
44,admin.,single,university.degree,no,no,nov,60,1,999,0
32,blue-collar,married,basic.9y,yes,yes,may,29,3,999,0
40,blue-collar,married,basic.9y,yes,yes,may,131,2,999,1
26,blue-collar,married,professional.course,no,no,may,1071,2,999,0
28,services,single,high.school,yes,yes,may,562,1,999,0
51,services,divorced,high.school,no,no,may,398,2,999,1
25,blue-collar,single,high.school,yes,no,may,262,1,999,1
31,admin.,married,university.degree,no,no,may,255,2,999,0
38,management,single,university.degree,yes,no,nov,262,3,999,0
41,technician,single,university.degree,yes,no,aug,127,1,999,0
33,technician,married,professional.course,no,yes,aug,189,2,999,0
31,services,married,high.school,yes,no,may,322,1,999,1
30,management,married,university.degree,no,no,jul,84,2,999,0
41,management,married,high.school,yes,no,may,180,2,999,0
30,admin.,married,university.degree,no,no,jul,84,2,999,0
53,entrepreneur,married,university.degree,yes,no,jul,302,1,999,0
56,services,divorced,high.school,yes,no,jul,354,2,999,0
56,entrepreneur,married,unknown,no,no,jun,41,2,999,0
55,entrepreneur,divorced,university.degree,yes,yes,nov,68,1,999,0
51,services,married,basic.9y,yes,no,jun,250,3,999,0
34,technician,married,university.degree,yes,no,may,47,2,999,1
38,admin.,married,university.degree,yes,yes,may,80,1,999,0
45,blue-collar,married,basic.9y,yes,no,apr,427,4,999,1
36,blue-collar,married,basic.9y,yes,no,jul,57,5,999,0
30,admin.,single,high.school,no,no,jul,95,3,999,0
57,retired,married,high.school,yes,no,may,278,2,999,0
45,blue-collar,divorced,basic.9y,yes,no,nov,384,1,999,1
45,services,single,unknown,no,no,apr,345,1,6,1
29,technician,single,professional.course,yes,no,oct,633,2,999,0
33,blue-collar,single,basic.9y,yes,no,may,215,1,999,0
56,technician,married,basic.4y,no,no,may,776,3,3,1
37,admin.,divorced,university.degree,no,no,aug,329,3,9,1
39,blue-collar,single,basic.6y,no,no,may,47,1,999,1
32,unknown,unknown,university.degree,yes,yes,may,221,2,999,0
53,admin.,married,university.degree,no,no,aug,103,1,999,0
26,admin.,single,high.school,yes,no,aug,170,1,999,0
31,services,married,professional.course,no,no,may,287,3,999,0
39,blue-collar,married,professional.course,yes,no,jul,55,15,999,0
31,technician,single,university.degree,yes,no,aug,34,6,999,0
48,admin.,married,high.school,no,no,may,125,2,999,0
36,admin.,married,high.school,no,no,may,152,3,999,0
23,services,single,high.school,no,no,jul,821,3,999,0
43,blue-collar,married,high.school,unknown,unknown,apr,239,1,999,1
30,blue-collar,single,basic.9y,yes,no,may,623,1,10,1
37,blue-collar,single,basic.9y,no,no,may,121,1,999,0
36,blue-collar,married,basic.4y,no,no,nov,101,5,999,0
34,admin.,married,university.degree,no,no,jun,237,2,999,0
34,self-employed,single,professional.course,yes,no,may,10,7,999,1
24,services,single,unknown,yes,no,mar,305,13,999,0
31,entrepreneur,married,high.school,yes,no,jun,305,2,999,0
39,services,divorced,high.school,yes,no,may,956,2,999,0
50,blue-collar,married,unknown,yes,no,jul,125,2,999,0
37,technician,divorced,high.school,no,no,apr,188,1,999,0
53,technician,single,professional.course,yes,no,may,111,2,999,0
51,blue-collar,married,unknown,no,yes,may,76,3,999,0
35,technician,single,professional.course,unknown,unknown,jun,14,21,999,0
41,technician,married,basic.9y,yes,no,jun,307,1,999,0
26,services,married,basic.9y,no,yes,may,560,1,999,0
55,retired,divorced,professional.course,no,no,jun,416,3,999,0
37,admin.,married,university.degree,no,no,aug,356,1,999,0
41,admin.,married,unknown,yes,no,sep,228,1,999,1
30,admin.,single,university.degree,no,no,jun,124,1,999,0
36,admin.,married,university.degree,yes,yes,may,106,2,999,0
30,technician,married,university.degree,no,no,nov,1031,6,999,0
34,blue-collar,married,university.degree,yes,yes,may,183,1,999,0
47,management,married,high.school,yes,no,nov,86,2,999,0
35,blue-collar,married,basic.9y,yes,no,may,298,1,999,0
51,management,married,university.degree,yes,no,jul,96,1,999,0
54,blue-collar,married,basic.9y,yes,no,jun,239,2,3,1
31,services,divorced,high.school,yes,no,nov,251,2,999,0
40,technician,married,basic.9y,yes,no,jul,154,1,999,0
31,admin.,married,high.school,yes,no,may,199,2,999,0
29,entrepreneur,married,basic.4y,no,no,jul,103,4,999,0
58,blue-collar,married,basic.4y,yes,yes,may,422,1,999,0
47,entrepreneur,married,professional.course,yes,no,jun,78,1,999,0
36,admin.,single,professional.course,yes,no,aug,25,1,999,0
28,blue-collar,single,high.school,yes,no,jun,102,2,999,0
52,unemployed,married,high.school,yes,no,may,151,1,999,0
41,admin.,divorced,university.degree,no,no,apr,82,4,999,0
49,technician,married,university.degree,no,no,aug,90,1,999,0
32,technician,married,professional.course,yes,no,aug,641,1,999,0
38,admin.,married,university.degree,no,no,may,111,4,999,0
34,unemployed,married,high.school,no,no,jul,339,1,999,0
46,blue-collar,married,basic.4y,yes,no,nov,223,4,999,0
35,blue-collar,married,basic.6y,no,no,may,622,3,999,0
29,technician,single,professional.course,yes,no,oct,150,1,999,0
44,services,divorced,high.school,yes,yes,jul,112,1,999,0
51,blue-collar,married,basic.4y,no,yes,jun,781,1,999,0
25,student,single,high.school,no,no,nov,345,2,999,0
37,services,married,high.school,no,yes,nov,54,4,6,1
42,blue-collar,married,high.school,no,no,jun,257,2,999,0
46,technician,married,professional.course,yes,no,may,193,1,999,1
54,blue-collar,married,unknown,yes,no,aug,99,3,999,0
45,unemployed,divorced,high.school,yes,yes,may,274,1,999,0
25,admin.,single,basic.9y,yes,yes,jul,8,21,999,0
34,admin.,married,university.degree,no,no,may,162,1,999,0
28,services,single,high.school,no,no,jul,102,2,999,0
30,blue-collar,married,basic.9y,yes,no,may,58,1,999,0
48,services,married,basic.9y,no,no,aug,110,1,999,0
55,retired,married,basic.4y,yes,no,may,129,1,999,0
47,admin.,married,university.degree,no,no,aug,97,1,999,0
35,technician,single,basic.9y,no,no,nov,178,1,999,1
36,admin.,single,university.degree,no,no,may,121,1,999,0
32,self-employed,single,professional.course,yes,no,may,161,3,999,0
36,admin.,single,university.degree,yes,no,aug,379,1,999,0
27,services,married,high.school,no,no,jun,73,3,999,0
38,blue-collar,single,basic.9y,yes,no,may,56,1,999,0
36,services,married,high.school,no,no,may,139,3,999,0
56,admin.,married,university.degree,no,no,jul,98,1,999,0
37,unemployed,married,university.degree,yes,no,oct,249,2,999,1
56,admin.,married,university.degree,yes,no,aug,178,2,999,0
71,retired,married,basic.9y,no,no,oct,237,1,999,0
46,admin.,married,high.school,no,no,aug,16,17,999,0
29,unemployed,single,basic.4y,no,yes,jun,243,3,3,2
37,technician,single,professional.course,yes,no,aug,971,1,999,0
38,self-employed,married,professional.course,no,no,nov,24,1,999,1
21,services,single,high.school,no,no,jun,110,2,999,0
22,student,single,high.school,no,no,oct,270,3,6,1
49,technician,married,professional.course,no,no,jul,96,1,999,0
64,retired,married,university.degree,no,no,apr,227,3,999,0
34,blue-collar,married,basic.4y,no,no,may,800,4,999,0
36,admin.,single,high.school,unknown,unknown,dec,480,1,999,1
53,blue-collar,married,basic.4y,yes,no,aug,195,1,999,0
57,retired,married,basic.6y,no,no,may,873,1,999,1
30,blue-collar,married,basic.9y,no,no,jul,903,4,999,0
30,entrepreneur,married,high.school,yes,yes,may,485,1,999,0
26,student,single,high.school,no,no,jun,901,1,999,0
46,blue-collar,married,unknown,no,no,may,209,2,999,0
28,blue-collar,single,unknown,no,no,jul,82,2,999,0
33,admin.,single,university.degree,no,yes,aug,87,3,999,0
29,admin.,single,university.degree,no,no,jun,160,2,999,0
32,admin.,married,high.school,no,no,jun,142,4,999,0
75,retired,married,basic.4y,no,no,apr,186,2,999,0
59,technician,married,unknown,no,no,may,464,2,999,0
57,entrepreneur,married,basic.9y,yes,no,may,429,4,999,1
29,services,married,basic.9y,no,no,may,344,1,999,0
27,unemployed,married,basic.6y,no,no,jul,72,1,999,0
42,technician,divorced,high.school,no,no,may,204,4,999,0
57,retired,married,unknown,yes,no,jun,54,1,999,0
40,admin.,married,basic.9y,yes,no,nov,186,2,999,0
44,blue-collar,married,basic.4y,no,no,apr,92,3,999,1
30,admin.,single,university.degree,no,no,may,155,2,999,1
46,housemaid,married,basic.4y,no,yes,jun,166,1,999,0
54,management,married,high.school,no,no,may,273,3,999,0
40,admin.,married,university.degree,no,yes,apr,499,1,999,0
28,services,single,high.school,no,no,may,95,6,999,0
41,admin.,single,high.school,yes,no,may,306,3,999,1
44,services,married,high.school,no,no,oct,95,3,999,0
28,technician,single,university.degree,yes,yes,may,178,2,999,1
38,unemployed,married,high.school,no,no,jul,273,5,999,0
53,retired,divorced,basic.9y,no,no,jul,313,16,999,0
28,blue-collar,married,basic.4y,yes,no,jul,108,9,999,0
40,services,single,high.school,no,no,apr,275,1,999,0
43,admin.,married,high.school,no,no,jun,30,1,999,0
30,student,unknown,basic.9y,no,no,may,155,1,999,2
43,admin.,married,high.school,yes,no,jul,250,2,999,0
41,technician,married,professional.course,yes,yes,may,87,2,999,0
33,admin.,single,university.degree,no,no,aug,43,1,999,0
39,admin.,married,university.degree,no,no,may,363,3,999,0
29,blue-collar,single,unknown,no,no,may,198,1,999,0
32,admin.,married,high.school,no,no,jun,103,1,999,0
36,technician,married,university.degree,no,no,may,146,2,999,0
45,services,married,basic.4y,no,no,jul,152,4,999,0
48,blue-collar,married,professional.course,yes,no,jul,12,5,999,0
34,blue-collar,married,basic.4y,yes,yes,jul,195,3,999,0
24,services,single,basic.9y,no,no,jul,439,3,999,0
